"","Player","Squad","Comp","Age","DOB","TmPos","Nation","player_num","player_foot","player_height_mtrs","player_market_value_euro","Season_End_Year","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90_Playing","Gls","Ast.x","G+A","G_minus_PK","PK","PKatt","CrdY.x","CrdR.x","xG_Expected.x","npxG_Expected.x","xAG_Expected","npxG+xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per","Ast_Per","G+A_Per","G_minus_PK_Per","G+A_minus_PK_Per","xG_Per","xAG_Per","xG+xAG_Per","npxG_Per","npxG+xAG_Per","Mins_Per_90.x","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","FK_Standard","PK_Standard","PKatt_Standard","npxG_per_Sh_Expected","G_minus_xG_Expected","np:G_minus_xG_Expected","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","xAG","xA_Expected","A_minus_xAG_Expected","KP","Final_Third","PPA","CrsPA","PrgP","Att","Live_Pass","Dead_Pass","FK_Pass","TB_Pass","Sw_Pass","Crs_Pass","TI_Pass","CK_Pass","In_Corner","Out_Corner","Str_Corner","Cmp_Outcomes","Off_Outcomes","Blocks_Outcomes","SCA_SCA","SCA90_SCA","PassLive_SCA","PassDead_SCA","TO_SCA","Sh_SCA","Fld_SCA","Def_SCA","GCA_GCA","GCA90_GCA","PassLive_GCA","PassDead_GCA","TO_GCA","Sh_GCA","Fld_GCA","Def_GCA","Tkl_Tackles","TklW_Tackles","Def 3rd_Tackles","Mid 3rd_Tackles","Att 3rd_Tackles","Tkl_Challenges","Att_Challenges","Tkl_percent_Challenges","Lost_Challenges","Blocks_Blocks","Sh_Blocks","Pass_Blocks","Int.x","Tkl+Int","Clr","Err","Touches_Touches","Def Pen_Touches","Def 3rd_Touches","Mid 3rd_Touches","Att 3rd_Touches","Att Pen_Touches","Live_Touches","Att_Take","Succ_Take","Succ_percent_Take","Tkld_Take","Tkld_percent_Take","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving","Mn_per_MP_Playing.Time","Min_percent_Playing.Time","Starts_Starts","Mn_per_Start_Starts","Compl_Starts","Subs_Subs","Mn_per_Sub_Subs","unSub_Subs","PPM_Team.Success","onG_Team.Success","onGA_Team.Success","plus_per__minus__Team.Success","plus_per__minus_90_Team.Success","On_minus_Off_Team.Success","onxG_Team.Success..xG.","onxGA_Team.Success..xG","xGplus_per__minus__Team.Success..xG","xGplus_per__minus_90_Team.Success..xG","2CrdY","Fls","Fld","Off","Crs","TklW","PKwon","PKcon","OG","Recov","Won_Aerial","Lost_Aerial","Won_percent_Aerial","Url","PlayerFBref","UrlTmarkt"
"1897","Munir El Haddadi","Las Palmas","La Liga",28,1995-09-01,"Centre-Forward","MAR","17","left","1.77",2500000,2024,38,32,2449,27.2,3,2,5,3,0,1,3,0,4.3,3.5,1.9,5.5,26,78,167,0.11,0.07,0.18,0.11,0.18,0.16,0.07,0.23,0.13,0.2,27.2,3,42,11,26.2,1.54,0.4,0.07,0.27,16.7,3,0,1,0.08,-1.3,-0.5,584,760,76.8,8540,2061,335,386,86.8,179,227,78.9,38,76,50,1.9,2.8,0.1,24,40,22,1,78,760,716,41,16,4,15,41,2,9,4,2,0,584,3,22,62,2.28,41,5,5,2,8,1,5,0.18,3,1,0,1,0,0,40,27,18,17,5,17,38,44.7,21,27,1,26,11,51,16,0,1043,14,108,516,430,70,1042,61,21,34.4,35,57.4,671,3237,1220,26,30,8,55,48,792,167,64,71.6,32,73,3,6,19,0,1.05,24,30,-6,-0.22,0.52,22,39.1,-17.1,-0.63,0,30,73,21,41,27,0,0,0,91,19,42,31.1,"https://fbref.com/en/players/8696bc90/Munir-El-Haddadi","Munir El Haddadi","https://www.transfermarkt.com/munir-el-haddadi/profil/spieler/223725"
"1898","Murillo","Nott'ham Forest","Premier League",21,2002-07-04,"Centre-Back","BRA","40","left","1.8",3.5e+07,2024,32,32,2789,31,0,2,2,0,0,0,5,0,1.8,1.8,1.2,3,22,89,7,0,0.06,0.06,0,0.06,0.06,0.04,0.1,0.06,0.1,31,0,17,6,35.3,0.55,0.19,0,0,22.6,2,0,0,0.11,-1.8,-1.8,1122,1459,76.9,22965,10556,387,440,88,571,656,87,154,326,47.2,1.2,0.6,0.8,7,101,11,0,89,1459,1377,73,42,6,18,4,3,0,0,0,0,1122,9,12,30,0.97,20,1,5,3,1,0,4,0.13,2,1,0,0,1,0,50,31,36,13,1,19,33,57.6,14,41,24,17,37,87,188,0,1848,357,1043,731,94,30,1848,35,20,57.1,15,42.9,985,5485,3398,22,15,3,20,15,1090,7,87,81.5,32,87,28,0,0,0,0.91,41,56,-15,-0.48,-0.06,41.8,42.8,-1,-0.03,0,38,7,0,4,31,0,0,1,146,38,40,48.7,"https://fbref.com/en/players/1704b0b8/Murillo","Murillo","https://www.transfermarkt.com/murillo/profil/spieler/1005649"
"1899","Mousa Tamari","Montpellier","Ligue 1",27,1997-06-10,"Right Winger","JOR","9","left","1.78",8e+06,2024,27,24,1928,21.4,5,2,7,5,0,0,0,0,3.6,3.6,3.5,7.1,81,54,168,0.23,0.09,0.33,0.23,0.33,0.17,0.16,0.33,0.17,0.33,21.4,5,46,19,41.3,2.15,0.89,0.11,0.26,17.8,0,0,0,0.08,1.4,1.4,402,553,72.7,5492,1444,233,290,80.3,119,158,75.3,16,26,61.5,3.5,2,-1.5,20,21,28,0,54,553,515,35,7,4,3,22,19,3,1,0,0,402,3,34,70,3.27,34,2,12,6,14,2,8,0.37,3,0,3,0,2,0,20,16,10,5,5,9,21,42.9,12,18,2,16,4,24,5,0,843,8,95,331,444,92,843,115,44,38.3,61,53,641,5046,2262,81,59,46,80,32,603,168,71,63,24,78,8,3,23,0,1.41,27,29,-2,-0.09,0.15,27.7,28.3,-0.6,-0.03,0,11,51,8,22,16,2,0,0,101,10,19,34.5,"https://fbref.com/en/players/f15f8b2b/Musa-Al-Taamari","Musa Al-Taamari","https://www.transfermarkt.com/mousa-tamari/profil/spieler/551505"
"1900","Mykhaylo Mudryk","Chelsea","Premier League",23,2001-01-05,"Left Winger","UKR","10","right","1.75",3.5e+07,2024,31,18,1576,17.5,5,2,7,5,0,0,5,0,4.4,4.4,4.1,8.5,92,45,139,0.29,0.11,0.4,0.29,0.4,0.25,0.23,0.48,0.25,0.48,17.5,5,35,12,34.3,2,0.69,0.14,0.42,17.2,0,0,0,0.13,0.6,0.6,385,566,68,5618,1853,237,300,79,96,148,64.9,30,66,45.5,4.1,3.2,-2.1,32,24,22,4,45,566,498,62,4,5,9,78,5,52,24,11,2,385,6,14,60,3.43,39,10,7,1,3,0,9,0.51,3,1,2,1,2,0,21,12,9,7,5,10,32,31.3,22,14,1,13,9,30,9,0,777,14,116,255,420,78,777,81,39,48.1,31,38.3,509,4183,2418,92,56,36,54,22,572,139,51,46.1,18,71,2,13,23,4,1.52,40,28,12,0.69,0.59,37,25,12,0.68,0,22,27,1,78,12,2,0,0,50,7,13,35,"https://fbref.com/en/players/049a888d/Mykhailo-Mudryk","Mykhailo Mudryk","https://www.transfermarkt.com/mykhaylo-mudryk/profil/spieler/537860"
"1901","Myles Peart-Harris","Brentford","Premier League",21,2002-09-18,"Attacking Midfield","ENG","25"," ","1.87",7e+05,2024,3,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0.12,0.12,0,0.12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,60,68,10,5,5,100,1,2,50,0,2,0,0,0,0,1,1,0,0,1,10,8,2,0,0,0,1,2,0,0,0,0,6,0,0,1,6.92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,1,3,7,1,11,0,0,0,0,0,8,64,37,2,1,0,0,2,8,1,4,0.4,0,0,0,3,4,6,1,0,0,0,0,0.24,0.7,0.1,0.6,4.42,0,2,2,0,1,0,0,0,0,0,0,5,0,"https://fbref.com/en/players/ea1a5662/Myles-Peart-Harris","Myles Peart-Harris","https://www.transfermarkt.com/myles-peart-harris/profil/spieler/587002"
"1902","Myron Boadu","Monaco","Ligue 1",23,2001-01-14,"Centre-Forward","NED","9","right","1.81",5e+06,2024,9,0,85,0.9,1,0,1,1,0,0,0,0,0.4,0.4,0,0.4,3,1,9,1.06,0,1.06,1.06,1.06,0.46,0,0.46,0.46,0.46,0.9,1,2,2,100,2.12,2.12,0.5,0.5,10.7,0,0,0,0.22,0.6,0.6,10,15,66.7,114,23,5,10,50,2,2,100,1,1,100,0,0,0,0,0,0,0,1,15,15,0,0,0,0,0,0,0,0,0,0,10,0,0,1,1.06,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,1,1,1,2,50,1,2,0,2,0,2,0,0,29,0,0,8,21,8,29,2,0,0,2,100,26,151,37,3,1,2,7,2,24,9,9,2.8,0,0,0,9,9,5,1.78,2,1,1,1.06,0.3,2.4,1.2,1.2,1.26,0,3,2,1,0,2,0,0,0,3,1,6,14.3,"https://fbref.com/en/players/5b479568/Myron-Boadu","Myron Boadu","https://www.transfermarkt.com/myron-boadu/profil/spieler/412932"
"1903","Myrto Uzuni","Granada","La Liga",29,1995-05-31,"Left Winger","ALB","11","right","1.78",8e+06,2024,34,28,2448,27.2,11,1,12,7,4,5,3,0,12.9,9,2.6,11.6,21,18,90,0.4,0.04,0.44,0.26,0.29,0.48,0.09,0.57,0.33,0.43,27.2,11,58,24,41.4,2.13,0.88,0.12,0.29,17.9,2,4,5,0.16,-1.9,-2,234,301,77.7,3414,492,141,163,86.5,74,91,81.3,13,22,59.1,2.6,3,-1.6,18,10,10,2,18,301,259,42,2,3,1,11,5,0,0,0,0,234,0,12,33,1.21,24,0,1,5,2,1,1,0.04,1,0,0,0,0,0,18,14,8,7,3,6,27,22.2,21,19,3,16,4,22,7,0,518,14,64,219,244,91,513,27,13,48.1,13,48.1,295,1496,592,21,13,10,46,34,316,90,72,71.6,28,81,11,6,32,1,0.62,30,53,-23,-0.85,0.82,29.8,41.2,-11.4,-0.42,0,26,19,18,11,14,0,0,0,59,11,59,15.7,"https://fbref.com/en/players/01da7812/Myrto-Uzuni","Myrto Uzuni","https://www.transfermarkt.com/myrto-uzuni/profil/spieler/315289"
"1904","Mário Rui","Napoli","Serie A",33,1991-05-27,"Left-Back","POR","6","left","1.68",3500000,2024,21,14,1205,13.4,0,2,2,0,0,0,7,1,0.1,0.1,1.9,2,33,90,59,0,0.15,0.15,0,0.15,0.01,0.14,0.15,0.01,0.15,13.4,0,5,2,40,0.37,0.15,0,0,31.7,0,0,0,0.03,-0.1,-0.1,860,1068,80.5,15400,5240,369,406,90.9,366,434,84.3,99,181,54.7,1.9,1.8,0.1,26,89,19,7,90,1068,906,162,40,2,11,62,106,16,0,15,0,860,0,16,41,3.06,25,13,0,0,3,0,2,0.15,2,0,0,0,0,0,27,15,17,5,5,14,21,66.7,7,17,2,15,15,42,19,0,1185,33,294,647,251,8,1185,9,3,33.3,4,44.4,623,2907,1775,33,21,1,10,9,812,59,57,35.2,14,75,5,7,22,10,1.52,22,19,3,0.22,0.06,22.6,14.3,8.3,0.62,1,16,28,1,62,15,0,1,0,57,10,27,27,"https://fbref.com/en/players/0b5a292a/Mario-Rui","Mário Rui","https://www.transfermarkt.com/mario-rui/profil/spieler/87884"
"1905","Máximo Perrone","Las Palmas & Manchester City","La Liga & Premier League",21,2003-01-07,"Defensive Midfield","ARG","8","left","1.77",9e+06,2024,29,20,1623,18,0,0,0,0,0,0,6,0,0.2,0.2,0.5,0.8,12,78,22,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04,18,0,7,3,42.9,0.39,0.17,0,0,23.6,0,0,0,0.03,-0.2,-0.2,1181,1311,90.1,16988,5059,678,728,93.1,424,464,91.4,37,55,67.3,0.5,1.2,-0.5,9,97,8,0,78,1311,1278,29,28,4,1,0,0,0,0,0,0,1181,4,11,29,1.61,28,0,0,1,0,0,0,0,0,0,0,0,0,0,42,21,17,22,3,19,39,48.7,20,27,4,23,24,66,21,0,1492,54,457,901,144,8,1492,24,11,45.8,11,45.8,759,2885,1239,12,11,2,23,14,1141,22,56,47.5,20,72,5,9,21,5,1.21,17,27,-10,-0.55,-0.35,14.7,31.3,-16.7,-0.92,0,27,16,0,0,21,0,0,0,113,6,28,17.6,"https://fbref.com/en/players/53552942/Maximo-Perrone","Máximo Perrone","https://www.transfermarkt.com/maximo-perrone/profil/spieler/668547"
"1906","Mërgim Vojvoda","Torino","Serie A",29,1995-02-01,"Right-Back","KVX","27","right","1.87",3e+06,2024,28,15,1379,15.3,0,3,3,0,0,0,3,0,0.4,0.4,1.4,1.8,30,91,72,0,0.2,0.2,0,0.2,0.02,0.09,0.12,0.02,0.12,15.3,0,9,4,44.4,0.59,0.26,0,0,21,0,0,0,0.04,-0.4,-0.4,762,964,79,13248,4831,328,370,88.6,342,416,82.2,67,130,51.5,1.4,1.5,1.6,18,54,30,5,91,964,818,142,18,2,11,64,102,22,21,0,0,762,4,15,38,2.48,34,3,1,0,0,0,4,0.26,2,2,0,0,0,0,17,8,7,6,4,11,16,68.8,5,12,2,10,13,30,28,0,1062,48,307,468,294,11,1062,12,7,58.3,4,33.3,618,3248,1753,30,28,2,7,8,710,72,49,40.3,15,80,8,13,14,4,1.43,14,14,0,0,0,15.8,15.2,0.6,0.04,0,12,4,4,64,8,0,0,0,65,5,10,33.3,"https://fbref.com/en/players/be2706c0/Mergim-Vojvoda","Mërgim Vojvoda","https://www.transfermarkt.com/mergim-vojvoda/profil/spieler/336125"
"1907","Naatan Skyttä","Toulouse","Ligue 1",22,2002-05-07,"Attacking Midfield","FIN","22","left","1.74",4e+05,2024,8,0,120,1.3,0,0,0,0,0,0,0,0,0.5,0.5,0.6,1.1,1,12,12,0,0,0,0,0,0.4,0.44,0.84,0.36,0.81,1.3,0,5,2,40,3.75,1.5,0,0,12.9,0,0,0,0.1,-0.5,-0.5,56,61,91.8,923,263,25,26,96.2,25,27,92.6,4,4,100,0.6,0.2,-0.6,5,5,3,1,12,61,59,2,0,0,0,2,0,1,1,0,0,56,0,0,10,7.5,7,1,1,1,0,0,0,0,0,0,0,0,0,0,4,4,2,1,1,1,1,100,0,0,0,0,0,4,0,0,77,0,4,39,34,5,77,1,1,100,0,0,60,280,104,1,0,1,4,1,60,12,15,3.9,0,0,0,8,15,4,0.88,1,2,-1,-0.75,-0.66,3.4,3.7,-0.3,-0.21,0,1,2,0,2,4,0,0,0,10,0,3,0,"https://fbref.com/en/players/d7547531/Naatan-Skytta","Naatan Skyttä","https://www.transfermarkt.com/naatan-skytta/profil/spieler/567309"
"1908","Nabil Alioui","Le Havre","Ligue 1",25,1999-02-18,"Left Winger","FRA","10","right","1.75",3200000,2024,18,12,1009,11.2,4,1,5,4,0,0,1,0,2.4,2.4,2.2,4.6,22,43,72,0.36,0.09,0.45,0.36,0.45,0.21,0.19,0.41,0.21,0.41,11.2,4,28,9,32.1,2.5,0.8,0.14,0.44,19,1,0,0,0.09,1.6,1.6,228,358,63.7,3856,1464,118,151,78.1,64,92,69.6,35,83,42.2,2.2,2.5,-1.2,24,35,15,3,43,358,289,66,17,6,1,54,1,36,23,13,0,228,3,14,40,3.56,24,11,3,2,0,0,2,0.18,1,1,0,0,0,0,3,2,2,1,0,2,4,50,2,6,1,5,3,6,4,0,485,6,50,224,221,33,485,38,15,39.5,21,55.3,340,1958,846,22,20,7,23,17,328,72,56,33,12,71,0,6,26,1,1.11,10,14,-4,-0.36,-0.05,11.9,15.2,-3.3,-0.3,0,10,20,5,54,2,0,0,0,36,10,10,50,"https://fbref.com/en/players/b386310a/Nabil-Alioui","Nabil Alioui","https://www.transfermarkt.com/nabil-alioui/profil/spieler/344607"
"1909","Nabil Bentaleb","Lille","Ligue 1",29,1994-11-24,"Central Midfield","ALG","6","left","1.87",1e+07,2024,26,23,1967,21.9,0,3,3,0,0,0,7,0,0.4,0.4,0.9,1.2,11,136,17,0,0.14,0.14,0,0.14,0.02,0.04,0.06,0.02,0.06,21.9,0,10,2,20,0.46,0.09,0,0,29.3,1,0,0,0.04,-0.4,-0.4,1248,1454,85.8,22387,6885,519,584,88.9,545,606,89.9,144,199,72.4,0.9,0.8,2.1,14,147,9,0,136,1454,1405,45,42,4,18,6,2,1,1,0,0,1248,4,15,38,1.74,34,2,0,0,1,1,5,0.23,5,0,0,0,0,0,49,32,29,18,2,22,43,51.2,21,33,12,21,37,86,33,0,1667,84,406,1120,155,6,1667,19,14,73.7,4,21.1,1287,5606,2066,11,28,1,27,18,1202,17,76,64.3,23,85,19,3,5,0,1.73,35,24,11,0.5,-0.07,31.2,26.4,4.8,0.22,0,23,18,0,6,32,0,1,0,142,24,13,64.9,"https://fbref.com/en/players/3189f61a/Nabil-Bentaleb","Nabil Bentaleb","https://www.transfermarkt.com/nabil-bentaleb/profil/spieler/245537"
"1910","Nabil Fekir","Betis","La Liga",30,1993-07-18,"Attacking Midfield","FRA","8","left","1.73",1e+07,2024,19,10,1049,11.7,1,2,3,1,0,0,1,0,2.2,2.2,2.3,4.6,32,67,77,0.09,0.17,0.26,0.09,0.26,0.19,0.2,0.39,0.19,0.39,11.7,1,28,7,25,2.4,0.6,0.04,0.14,19.2,6,0,0,0.08,-1.2,-1.2,482,611,78.9,6682,2256,272,312,87.2,131,151,86.8,33,71,46.5,2.3,2.7,-0.3,30,53,21,3,67,611,534,73,29,3,5,56,3,34,13,17,0,482,4,16,60,5.14,38,11,3,3,5,0,3,0.26,2,0,1,0,0,0,15,10,5,7,3,5,10,50,5,9,0,9,7,22,3,0,749,4,48,361,351,54,749,34,21,61.8,6,17.6,449,2232,1113,32,28,7,43,23,584,77,55,30.7,10,80,4,9,28,2,1.79,19,15,4,0.34,0.38,14,12.9,1.1,0.09,0,22,35,8,56,10,0,0,0,42,10,11,47.6,"https://fbref.com/en/players/bece776f/Nabil-Fekir","Nabil Fekir","https://www.transfermarkt.com/nabil-fekir/profil/spieler/203496"
"1911","Naby Keïta","Werder Bremen","Bundesliga",29,1995-02-10,"Central Midfield","GUI","18","right","1.72",2e+06,2024,5,1,109,1.2,0,0,0,0,0,0,2,0,0.1,0.1,0,0.1,1,13,4,0,0,0,0,0,0.09,0,0.09,0.09,0.09,1.2,0,2,0,0,1.65,0,0,0,22.5,0,0,0,0.05,-0.1,-0.1,52,67,77.6,844,293,22,27,81.5,23,28,82.1,4,8,50,0,0,0,0,8,2,0,13,67,67,0,0,1,0,0,0,0,0,0,0,52,0,1,2,1.64,2,0,0,0,0,0,1,0.82,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,2,0,2,2,3,1,0,81,1,16,56,10,1,81,6,4,66.7,2,33.3,55,320,182,1,1,0,3,1,57,4,22,3.6,1,58,0,4,13,7,0.6,3,3,0,0,0.18,1.8,2.3,-0.4,-0.35,0,2,1,0,0,1,0,0,0,14,0,3,0,"https://fbref.com/en/players/f25c8e3a/Naby-Keita","Naby Keïta","https://www.transfermarkt.com/naby-keita/profil/spieler/302215"
"1912","Nacho Fernández","Real Madrid","La Liga",34,1990-01-18,"Centre-Back","ESP","6","right","1.8",3e+06,2024,29,18,1746,19.4,0,1,1,0,0,0,4,2,0.5,0.5,1.2,1.7,13,55,9,0,0.05,0.05,0,0.05,0.03,0.06,0.09,0.03,0.09,19.4,0,5,1,20,0.26,0.05,0,0,11.7,0,0,0,0.1,-0.5,-0.5,1183,1281,92.3,19465,7898,574,598,96,532,561,94.8,65,98,66.3,1.2,0.9,-0.2,5,47,3,1,55,1281,1191,89,41,0,5,3,10,0,0,0,0,1183,1,4,13,0.67,10,1,1,1,0,0,2,0.1,1,0,1,0,0,0,18,10,9,7,2,6,13,46.2,7,23,13,10,18,36,56,0,1418,202,724,632,67,18,1418,6,2,33.3,3,50,821,3372,2023,13,10,1,7,0,1028,9,60,51.1,18,83,13,11,23,5,2.41,41,8,33,1.7,0.2,34.7,18.4,16.2,0.84,0,21,13,2,3,10,0,0,0,82,27,18,60,"https://fbref.com/en/players/2946f9a1/Nacho","Nacho","https://www.transfermarkt.com/nacho-fernandez/profil/spieler/58884"
"1913","Nacho Ferri","Eint Frankfurt","Bundesliga",19,2004-10-05,"Centre-Forward","ESP","48","right","1.92",2e+06,2024,8,0,74,0.8,1,0,1,1,0,0,0,0,1.2,1.2,0,1.2,0,2,8,1.22,0,1.22,1.22,1.22,1.43,0.05,1.48,1.43,1.48,0.8,1,5,2,40,6.08,2.43,0.2,0.5,16.4,0,0,0,0.24,-0.2,-0.2,13,26,50,149,46,11,14,78.6,2,8,25,0,1,0,0,0,0,1,2,0,0,2,26,25,0,0,0,0,0,0,0,0,0,0,13,1,1,2,2.43,1,0,0,1,0,0,1,1.22,1,0,0,0,0,0,3,3,1,2,0,2,3,66.7,1,0,0,0,0,3,2,0,45,2,5,21,19,6,45,1,0,0,1,100,23,93,19,0,0,0,6,2,32,8,9,2.4,0,0,0,8,9,4,1.63,3,1,2,2.43,2.46,3.2,1.4,1.7,2.12,0,1,2,0,0,3,0,0,0,2,9,9,50,"https://fbref.com/en/players/58468842/Nacho-Ferri","Nacho Ferri","https://www.transfermarkt.com/nacho-ferri/profil/spieler/867357"
"1914","Nacho Vidal","Mallorca & Osasuna","La Liga",29,1995-01-24,"Right-Back","ESP","2 & 22","right","1.8",2e+06,2024,15,5,512,5.7,1,0,1,1,0,0,2,0,1.3,1.3,0.2,1.5,5,16,35,0.94,0,0.94,0.94,0.94,0.51,0.05,0.55,0.51,0.55,5.7,1,11,4,70.8,4.54,1.59,0.33,1,24.7,0,0,0,0.23,-0.3,-0.3,178,242,142.3,2617,1041,105,118,153.9,57,75,165,9,27,76.3,0.2,0.3,-0.2,4,6,4,2,16,242,208,33,3,0,1,15,30,0,0,0,0,178,1,10,10,2.89,7,0,0,3,0,0,0,0,0,0,0,0,0,0,17,9,6,7,4,8,18,86.2,10,7,2,5,3,20,15,0,324,20,80,141,103,18,324,14,3,66.7,9,116.7,151,737,279,5,4,2,6,4,182,35,66,15,5,68,1,10,40,22,3.88,5,6,-1,-0.22,0.38,7.2,7.4,-0.1,0.01,0,9,4,0,15,9,0,0,0,21,15,11,98.3,"https://fbref.com/en/players/3a9c4b7b/Nacho-Vidal","Nacho Vidal","https://www.transfermarkt.com/nacho-vidal/profil/spieler/216870"
"1915","Nadiem Amiri","Leverkusen & Mainz 05","Bundesliga",27,1996-10-27,"Central Midfield","GER","11 & 18","right","1.8",7e+06,2024,23,16,1401,15.6,1,4,5,1,0,1,5,0,2.3,1.5,4.3,5.9,21,94,28,0.07,0.27,0.34,0.07,0.34,0.28,0.33,0.61,0.23,0.55,15.6,1,38,10,89.6,5.54,2.64,0.03,0.13,48.5,11,0,1,0.08,-1.3,-0.5,659,898,163.1,11739,4526,317,363,182.1,222,282,167.4,95,202,146.8,4.3,4.2,-0.3,53,78,19,3,94,898,710,183,81,2,3,127,9,89,32,44,0,659,5,13,92,7.25,35,43,6,1,4,3,11,0.75,6,4,1,0,0,0,26,16,8,13,5,13,22,68.4,9,16,2,14,14,40,19,0,1100,31,158,566,394,17,1099,61,26,62.2,28,110.3,527,2767,1281,21,29,6,24,19,620,28,99,45.8,16,155,11,7,3,11,4.03,23,20,3,0.21,-0.99,25.6,22.4,3.2,1.73,0,12,35,1,127,16,0,0,0,101,10,5,66.7,"https://fbref.com/en/players/555d5edd/Nadiem-Amiri","Nadiem Amiri","https://www.transfermarkt.com/nadiem-amiri/profil/spieler/232454"
"1916","Nadir Zortea","Atalanta & Frosinone","Serie A",25,1999-06-19,"Right Midfield","ITA","21 & 19","right","1.87",3e+06,2024,19,14,1407,15.7,2,5,7,2,0,0,4,0,0.5,0.5,3.1,3.7,38,52,93,0.67,0.36,1.03,0.67,1.03,0.08,0.36,0.44,0.08,0.44,15.7,2,12,5,90,1.93,0.89,0.6,1.25,44.5,0,0,0,0.08,1.5,1.5,487,664,148.1,7876,3172,262,303,175.7,166,219,157.9,45,88,107.1,3.1,2.4,1.9,24,29,29,20,52,664,510,153,7,0,0,86,128,18,0,14,1,487,1,30,51,8.97,37,6,3,3,1,1,9,1.71,8,0,1,0,0,0,26,18,11,14,1,11,26,70.5,15,15,5,10,5,31,32,1,843,32,180,347,323,26,843,52,22,80.4,25,97.4,410,2325,1109,38,27,6,32,17,479,93,120,41.2,14,90,12,5,30,14,2.47,19,19,0,1.6,1.77,21.4,20.6,0.8,0.3,0,19,16,0,86,18,0,0,0,57,11,23,34.4,"https://fbref.com/en/players/82598b71/Nadir-Zortea","Nadir Zortea","https://www.transfermarkt.com/nadir-zortea/profil/spieler/392966"
"1917","Nahitan Nández","Cagliari","Serie A",28,1995-12-28,"Right Midfield","URU","8","right","1.72",5e+06,2024,33,29,2341,26,2,3,5,1,1,1,7,0,3.7,2.9,2.5,5.5,57,76,89,0.08,0.12,0.19,0.04,0.15,0.14,0.1,0.24,0.11,0.21,26,2,22,5,22.7,0.85,0.19,0.05,0.2,18.1,0,1,1,0.13,-1.7,-1.9,544,916,59.4,9670,3591,265,341,77.7,189,301,62.8,72,205,35.1,2.5,2.5,0.5,43,47,31,15,76,916,787,125,16,2,13,154,65,42,6,33,0,544,4,28,71,2.73,44,18,4,1,2,2,5,0.19,3,1,0,1,0,0,59,40,27,23,9,27,64,42.2,37,25,2,23,19,78,32,0,1143,40,229,476,463,45,1142,49,28,57.1,17,34.7,557,3433,1808,57,22,10,40,37,656,89,71,68.5,29,78,12,4,19,0,0.91,21,47,-26,-1,-1,26.9,37.4,-10.6,-0.41,0,52,32,9,154,40,0,0,0,135,37,46,44.6,"https://fbref.com/en/players/95facda1/Nahitan-Nandez","Nahitan Nández","https://www.transfermarkt.com/nahitan-nandez/profil/spieler/315063"
"1918","Nahuel Molina","Atlético Madrid","La Liga",26,1998-04-06,"Right-Back","ARG","16","right","1.75",2.8e+07,2024,30,19,1852,20.6,2,3,5,2,0,0,4,1,1.3,1.3,2.9,4.2,47,68,170,0.1,0.15,0.24,0.1,0.24,0.06,0.14,0.2,0.06,0.2,20.6,2,12,4,33.3,0.58,0.19,0.17,0.5,17.4,1,0,0,0.11,0.7,0.7,957,1304,73.4,14695,5346,571,641,89.1,292,415,70.4,66,159,41.5,2.9,2.2,0.1,19,48,30,12,68,1304,1074,219,16,1,11,87,188,15,6,9,0,957,11,37,53,2.58,42,7,1,0,2,1,5,0.24,5,0,0,0,0,0,38,22,16,18,4,26,54,48.1,28,19,3,16,9,47,36,1,1482,46,373,628,490,44,1482,29,16,55.2,13,44.8,817,3231,1779,47,43,8,35,13,953,170,62,54.2,19,76,8,11,38,2,1.9,39,21,18,0.87,0.36,34.4,21,13.4,0.65,0,20,17,7,87,22,0,0,0,122,7,11,38.9,"https://fbref.com/en/players/23610943/Nahuel-Molina","Nahuel Molina","https://www.transfermarkt.com/nahuel-molina/profil/spieler/424042"
